"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 20:00","2021","09","22","20:00","13.2","","1.1","","43","","0.0","","26","","17","","16.1","","94.10","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 21:00","2021","09","22","21:00","13.1","","1.4","","45","","0.0","","26","","24","","16.1","","94.17","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 22:00","2021","09","22","22:00","12.2","","1.7","","48","","0.0","","27","","28","","16.1","","94.20","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 23:00","2021","09","22","23:00","10.7","","3.9","","63","","0.0","","28","","35","","16.1","","94.30","","","","","","Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 00:00","2021","09","23","00:00","9.6","","4.0","","68","","0.0","","30","","48","","16.1","","94.52","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 01:00","2021","09","23","01:00","7.7","","1.4","","64","","0.0","","26","","15","","16.1","","94.57","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 02:00","2021","09","23","02:00","6.9","","1.8","","70","","0.0","","25","","17","","16.1","","94.67","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 03:00","2021","09","23","03:00","6.9","","1.6","","69","","0.0","","26","","18","","16.1","","94.74","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 04:00","2021","09","23","04:00","5.5","","1.2","","74","","0.0","","25","","17","","16.1","","94.79","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 05:00","2021","09","23","05:00","4.5","","0.5","","75","","0.0","","24","","15","","16.1","","94.83","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 06:00","2021","09","23","06:00","4.3","","0.1","","74","","0.0","","25","","13","","16.1","","94.86","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 07:00","2021","09","23","07:00","4.4","","0.2","","74","","0.0","","26","","15","","16.1","","94.92","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 08:00","2021","09","23","08:00","6.0","","0.4","","67","","0.0","","25","","24","","16.1","","94.95","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 09:00","2021","09","23","09:00","7.5","","0.7","","62","","0.0","","27","","32","","16.1","","94.99","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 10:00","2021","09","23","10:00","9.0","","-0.5","","51","","0.0","","28","","41","","16.1","","95.02","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 11:00","2021","09","23","11:00","10.0","","-0.1","","49","","0.0","","28","","41","","16.1","","95.05","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 12:00","2021","09","23","12:00","10.7","","0.0","","47","","0.0","","29","","37","","16.1","","95.08","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 13:00","2021","09","23","13:00","11.3","","-0.2","","45","","0.0","","28","","35","","16.1","","95.14","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 14:00","2021","09","23","14:00","11.8","","-0.7","","42","","0.0","","28","","32","","16.1","","95.18","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 15:00","2021","09","23","15:00","12.1","","-1.0","","40","","0.0","","27","","34","","16.1","","95.20","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 16:00","2021","09","23","16:00","11.9","","-2.4","","37","","0.0","","27","","35","","16.1","","95.24","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 17:00","2021","09","23","17:00","11.3","","-1.6","","41","","0.0","","27","","26","","16.1","","95.29","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 18:00","2021","09","23","18:00","9.8","","0.1","","51","","0.0","","27","","15","","16.1","","95.30","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 19:00","2021","09","23","19:00","7.2","","-1.3","","55","","0.0","","24","","9","","16.1","","95.26","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 20:00","2021","09","23","20:00","6.4","","-1.2","","58","","0.0","","22","","11","","16.1","","95.25","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 21:00","2021","09","23","21:00","4.0","","-0.8","","71","","0.0","","21","","9","","16.1","","95.26","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 22:00","2021","09","23","22:00","2.6","","-0.7","","79","","0.0","","","M","4","","16.1","","95.25","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-23 23:00","2021","09","23","23:00","2.3","","-0.9","","79","","0.0","","12","","4","","16.1","","95.23","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 00:00","2021","09","24","00:00","2.1","","-0.9","","81","","0.0","","11","","8","","16.1","","95.20","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 01:00","2021","09","24","01:00","1.9","","-1.0","","81","","0.0","","12","","8","","16.1","","95.15","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 02:00","2021","09","24","02:00","1.9","","-0.7","","83","","0.0","","9","","9","","16.1","","95.10","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 03:00","2021","09","24","03:00","0.2","","-1.7","","87","","0.0","","10","","11","","16.1","","95.09","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 04:00","2021","09","24","04:00","-0.4","","-2.2","","88","","0.0","","11","","15","","16.1","","95.00","","","","-5","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 05:00","2021","09","24","05:00","-0.3","","-2.1","","88","","0.0","","10","","15","","16.1","","94.92","","","","-5","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 06:00","2021","09","24","06:00","-0.2","","-2.0","","88","","0.0","","11","","9","","16.1","","94.82","","","","-3","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 07:00","2021","09","24","07:00","0.7","","-1.5","","85","","0.0","","11","","17","","16.1","","94.74","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 08:00","2021","09","24","08:00","1.8","","-0.8","","83","","0.0","","10","","9","","16.1","","94.71","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 09:00","2021","09","24","09:00","3.4","","-0.4","","76","","0.0","","10","","9","","16.1","","94.62","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 10:00","2021","09","24","10:00","6.8","","1.2","","68","","0.0","","10","","13","","16.1","","94.49","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 11:00","2021","09","24","11:00","10.5","","3.2","","60","","0.0","","10","","13","","16.1","","94.34","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 12:00","2021","09","24","12:00","14.6","","5.3","","53","","0.0","","9","","13","","16.1","","94.15","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 13:00","2021","09","24","13:00","19.1","","7.7","","47","","0.0","","","M","4","","16.1","","94.05","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 14:00","2021","09","24","14:00","20.1","","9.8","","51","","0.0","","31","","21","","16.1","","93.97","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 15:00","2021","09","24","15:00","21.0","","9.6","","48","","0.0","","28","","34","","16.1","","93.95","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 16:00","2021","09","24","16:00","20.8","","7.1","","41","","0.0","","28","","41","","16.1","","93.90","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 17:00","2021","09","24","17:00","17.6","","9.0","","57","","0.0","","29","","22","","16.1","","93.89","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 18:00","2021","09","24","18:00","18.6","","6.0","","43","","0.0","","26","","18","","16.1","","93.87","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 19:00","2021","09","24","19:00","16.0","","6.5","","53","","0.0","","26","","13","","16.1","","93.85","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 20:00","2021","09","24","20:00","15.4","","6.4","","55","","0.0","","26","","13","","16.1","","93.83","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 21:00","2021","09","24","21:00","16.9","","5.2","","46","","0.0","","25","","15","","16.1","","93.83","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 22:00","2021","09","24","22:00","17.2","","4.7","","43","","0.0","","26","","21","","16.1","","93.80","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-24 23:00","2021","09","24","23:00","15.6","","3.7","","45","","0.0","","24","","15","","16.1","","93.81","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 00:00","2021","09","25","00:00","15.4","","2.7","","42","","0.0","","25","","22","","16.1","","93.79","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 01:00","2021","09","25","01:00","15.5","","2.0","","40","","0.0","","26","","21","","16.1","","93.80","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 02:00","2021","09","25","02:00","14.4","","3.4","","47","","0.0","","27","","24","","16.1","","93.80","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 03:00","2021","09","25","03:00","14.3","","3.9","","49","","0.0","","27","","28","","16.1","","93.79","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 04:00","2021","09","25","04:00","12.8","","5.4","","60","","0.0","","27","","18","","16.1","","93.80","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 05:00","2021","09","25","05:00","12.5","","4.8","","59","","0.0","","25","","17","","16.1","","93.82","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 06:00","2021","09","25","06:00","11.4","","4.7","","63","","0.0","","25","","13","","16.1","","93.83","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 07:00","2021","09","25","07:00","11.4","","5.3","","66","","0.0","","25","","11","","16.1","","93.85","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 08:00","2021","09","25","08:00","11.2","","5.7","","69","","0.0","","26","","13","","16.1","","93.85","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 09:00","2021","09","25","09:00","12.6","","6.4","","66","","0.0","","25","","13","","16.1","","93.87","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 10:00","2021","09","25","10:00","15.1","","7.6","","61","","0.0","","29","","22","","16.1","","93.87","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 11:00","2021","09","25","11:00","15.0","","7.5","","61","","0.0","","28","","24","","16.1","","93.89","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 12:00","2021","09","25","12:00","16.5","","6.8","","52","","0.0","","28","","30","","16.1","","93.89","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 13:00","2021","09","25","13:00","15.7","","7.1","","56","","0.0","","30","","21","","16.1","","93.89","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 14:00","2021","09","25","14:00","16.1","","8.4","","60","","0.0","","31","","15","","16.1","","93.86","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 15:00","2021","09","25","15:00","16.5","","7.7","","56","","0.0","","30","","11","","16.1","","93.84","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 16:00","2021","09","25","16:00","16.4","","7.0","","53","","0.0","","32","","11","","16.1","","93.82","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 17:00","2021","09","25","17:00","14.9","","8.6","","66","","0.0","","29","","11","","16.1","","93.82","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 18:00","2021","09","25","18:00","13.3","","8.2","","71","","0.0","","24","","4","","16.1","","93.81","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 19:00","2021","09","25","19:00","13.1","","7.8","","70","","0.0","","16","","4","","16.1","","93.83","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 20:00","2021","09","25","20:00","11.1","","7.3","","77","","0.0","","15","","5","","12.9","","93.83","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 21:00","2021","09","25","21:00","10.0","","6.9","","81","","0.0","","15","","5","","16.1","","93.84","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 22:00","2021","09","25","22:00","9.1","","7.0","","87","","0.0","","","","0","","16.1","","93.83","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-25 23:00","2021","09","25","23:00","8.9","","6.9","","87","","0.0","","","","0","","16.1","","93.85","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 00:00","2021","09","26","00:00","10.1","","6.8","","80","","0.0","","11","","9","","16.1","","93.82","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 01:00","2021","09","26","01:00","9.1","","6.4","","83","","0.0","","10","","9","","16.1","","93.78","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 02:00","2021","09","26","02:00","10.2","","6.2","","76","","0.0","","10","","9","","16.1","","93.75","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 03:00","2021","09","26","03:00","9.9","","6.1","","77","","0.0","","11","","13","","16.1","","93.72","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 04:00","2021","09","26","04:00","9.5","","6.8","","83","","0.0","","11","","11","","16.1","","93.69","","","","","","Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 05:00","2021","09","26","05:00","8.9","","7.5","","91","","0.0","","11","","9","","16.1","","93.67","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 06:00","2021","09","26","06:00","9.1","","7.3","","88","","0.0","","11","","11","","16.1","","93.62","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 07:00","2021","09","26","07:00","9.3","","7.1","","86","","0.0","","10","","9","","16.1","","93.60","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 08:00","2021","09","26","08:00","9.1","","7.2","","88","","0.0","","12","","13","","16.1","","93.54","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 09:00","2021","09","26","09:00","10.4","","7.8","","84","","0.0","","12","","18","","16.1","","93.46","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 10:00","2021","09","26","10:00","10.8","","8.2","","84","","0.0","","10","","21","","16.1","","93.38","","","","","","Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 11:00","2021","09","26","11:00","11.7","","9.3","","85","","0.0","","10","","15","","16.1","","93.35","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 12:00","2021","09","26","12:00","13.1","","9.2","","77","","0.0","","10","","18","","16.1","","93.29","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 13:00","2021","09","26","13:00","14.2","","9.3","","72","","0.0","","10","","13","","16.1","","93.32","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 14:00","2021","09","26","14:00","14.0","","8.7","","70","","0.0","","10","","13","","16.1","","93.31","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 15:00","2021","09","26","15:00","15.1","","10.2","","72","","0.0","","8","","9","","16.1","","93.30","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 16:00","2021","09","26","16:00","16.2","","9.8","","66","","0.0","","6","","8","","16.1","","93.33","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 17:00","2021","09","26","17:00","15.9","","10.0","","68","","0.0","","3","","5","","16.1","","93.34","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 18:00","2021","09","26","18:00","14.7","","10.1","","74","","0.0","","","M","4","","16.1","","93.38","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 19:00","2021","09","26","19:00","11.0","","9.2","","89","","0.0","","","","0","","1.2","","93.41","","","","","","Fog"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 20:00","2021","09","26","20:00","9.5","","9.0","","97","","0.0","","","","0","","16.1","","93.42","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 21:00","2021","09","26","21:00","9.9","","9.3","","96","","0.0","","","M","4","","16.1","","93.44","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 22:00","2021","09","26","22:00","9.2","","8.6","","96","","0.0","","8","","4","","16.1","","93.41","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-26 23:00","2021","09","26","23:00","9.4","","8.6","","95","","0.0","","10","","8","","16.1","","93.39","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 00:00","2021","09","27","00:00","8.8","","8.2","","96","","0.0","","11","","8","","16.1","","93.40","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 01:00","2021","09","27","01:00","8.3","","7.7","","96","","0.0","","10","","11","","16.1","","93.38","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 02:00","2021","09","27","02:00","7.7","","7.3","","97","","0.0","","10","","8","","16.1","","93.34","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 03:00","2021","09","27","03:00","7.6","","7.0","","96","","0.0","","12","","8","","16.1","","93.36","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 04:00","2021","09","27","04:00","7.7","","7.3","","97","","0.0","","12","","8","","16.1","","93.27","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 05:00","2021","09","27","05:00","7.9","","7.6","","98","","0.0","","11","","13","","16.1","","93.24","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 06:00","2021","09","27","06:00","7.8","","7.4","","97","","0.0","","11","","13","","12.9","","93.23","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 07:00","2021","09","27","07:00","8.1","","7.8","","98","","0.2","","11","","8","","8.1","","93.23","","","","","","Rain,Fog"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 08:00","2021","09","27","08:00","8.8","","8.3","","96","","0.2","","12","","13","","16.1","","93.19","","","","","","Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 09:00","2021","09","27","09:00","9.2","","8.6","","96","","0.0","","10","","11","","9.7","","93.19","","","","","","Fog"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 10:00","2021","09","27","10:00","10.9","","9.9","","94","","0.0","","6","","9","","16.1","","93.19","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 11:00","2021","09","27","11:00","16.0","","10.0","","67","","0.0","","11","","24","","16.1","","93.16","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 12:00","2021","09","27","12:00","17.1","","9.5","","61","","0.0","","10","","24","","16.1","","93.06","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 13:00","2021","09","27","13:00","18.4","","9.9","","57","","0.0","","11","","21","","16.1","","93.09","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 14:00","2021","09","27","14:00","18.9","","9.6","","55","","0.0","","13","","24","","16.1","","93.03","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 15:00","2021","09","27","15:00","19.5","","9.5","","52","","0.0","","12","","22","","16.1","","93.02","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 16:00","2021","09","27","16:00","18.8","","9.4","","54","","0.0","","12","","21","","16.1","","93.03","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 17:00","2021","09","27","17:00","17.4","","9.8","","61","","0.0","","13","","9","","16.1","","93.03","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 18:00","2021","09","27","18:00","16.0","","9.8","","67","","0.0","","28","","9","","16.1","","93.09","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 19:00","2021","09","27","19:00","15.0","","11.0","","77","","0.0","","27","","30","","16.1","","93.21","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 20:00","2021","09","27","20:00","13.9","","10.7","","81","","0.0","","29","","5","","16.1","","93.21","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 21:00","2021","09","27","21:00","13.2","","10.4","","83","","0.0","","25","","9","","16.1","","93.23","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 22:00","2021","09","27","22:00","12.6","","9.9","","83","","0.0","","23","","9","","16.1","","93.22","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-27 23:00","2021","09","27","23:00","11.8","","9.7","","87","","0.0","","","M","4","","16.1","","93.15","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 00:00","2021","09","28","00:00","11.1","","9.4","","89","","0.0","","26","","9","","16.1","","93.29","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 01:00","2021","09","28","01:00","11.3","","9.6","","89","","0.0","","33","","5","","16.1","","93.27","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 02:00","2021","09","28","02:00","10.1","","8.9","","92","","0.0","","25","","8","","16.1","","93.20","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 03:00","2021","09","28","03:00","10.2","","9.0","","92","","0.0","","32","","5","","16.1","","93.26","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 04:00","2021","09","28","04:00","10.6","","9.0","","90","","0.0","","27","","9","","16.1","","93.26","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 05:00","2021","09","28","05:00","9.6","","8.1","","91","","0.0","","26","","9","","16.1","","93.28","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 06:00","2021","09","28","06:00","10.4","","8.6","","88","","0.0","","28","","13","","16.1","","93.32","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 07:00","2021","09","28","07:00","10.2","","7.5","","83","","0.0","","28","","15","","16.1","","93.34","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 08:00","2021","09","28","08:00","11.1","","6.4","","73","","0.0","","28","","22","","16.1","","93.42","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 09:00","2021","09","28","09:00","11.5","","7.1","","74","","0.0","","31","","13","","16.1","","93.46","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 10:00","2021","09","28","10:00","11.9","","7.5","","74","","0.0","","30","","11","","16.1","","93.47","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 11:00","2021","09","28","11:00","11.7","","7.8","","77","","0.0","","31","","9","","16.1","","93.52","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 12:00","2021","09","28","12:00","12.4","","8.6","","77","","0.0","","34","","9","","16.1","","93.54","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 13:00","2021","09","28","13:00","12.9","","8.8","","76","","0.0","","32","","13","","16.1","","93.57","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 14:00","2021","09","28","14:00","12.6","","8.4","","75","","0.0","","30","","13","","16.1","","93.61","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 15:00","2021","09","28","15:00","12.9","","7.4","","69","","0.0","","34","","8","","16.1","","93.65","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 16:00","2021","09","28","16:00","12.9","","8.0","","72","","0.0","","34","","5","","16.1","","93.67","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 17:00","2021","09","28","17:00","12.5","","7.5","","72","","0.0","","1","","5","","16.1","","93.67","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 18:00","2021","09","28","18:00","11.7","","6.8","","72","","0.0","","","","0","","16.1","","93.70","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 19:00","2021","09","28","19:00","9.0","","6.5","","84","","0.0","","17","","4","","16.1","","93.73","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 20:00","2021","09","28","20:00","8.7","","6.0","","83","","0.0","","15","","8","","16.1","","93.77","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 21:00","2021","09","28","21:00","6.8","","5.4","","91","","0.0","","13","","5","","16.1","","93.81","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 22:00","2021","09","28","22:00","5.6","","4.1","","90","","0.0","","11","","9","","16.1","","93.82","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-28 23:00","2021","09","28","23:00","5.6","","4.1","","90","","0.0","","","M","4","","16.1","","93.85","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 00:00","2021","09","29","00:00","4.1","","4.0","","99","","0.0","","","","0","","16.1","","93.89","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 01:00","2021","09","29","01:00","3.4","","3.1","","98","","0.0","","15","","4","","16.1","","93.94","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 02:00","2021","09","29","02:00","2.9","","1.9","","93","","0.0","","15","","4","","16.1","","94.00","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 03:00","2021","09","29","03:00","1.8","","1.4","","97","","0.0","","","","0","","16.1","","94.04","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 04:00","2021","09","29","04:00","1.0","","0.4","","96","","0.0","","12","","4","","16.1","","94.08","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 05:00","2021","09","29","05:00","0.6","","0.3","","98","","0.0","","14","","4","","16.1","","94.12","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 06:00","2021","09","29","06:00","0.2","","-0.8","","93","","0.0","","14","","4","","16.1","","94.17","","","","","","NA"
